First Name,Middle Name,Last Name,Employee Salary,Days Worked,Years Worked,Days Lived,Year Lived,Years Lived,Termination
Fname 9124,T,Lname 9124,81868.8,498,1,12417,-84,34,0
Fname 7408,L,Lname 7408,81868.8,470,1,12928,-83,35,0
Fname 1593,THOTTUMKAL,Lname 1593,81694.08,3354,9,15951,-74,44,0
Fname 2352,P,Lname 2352,81675.36,3963,11,22251,-57,61,0
Fname 5863,L,Lname 5863,81619.2,2850,8,22328,-57,61,0
Fname 7473,K,Lname 7473,81619.2,1800,5,11786,-86,32,0
Fname 4077,N,Lname 4077,81619.2,862,2,14178,-79,39,0
Fname 7546,T,Lname 7546,81563.04,855,2,10781,-89,30,0
Fname 10832,K,Lname 10832,81525.6,3340,9,21613,-59,59,0
Fname 6381,C,Lname 6381,81432,6945,19,21157,-60,58,0
Fname 4547,A,Lname 4547,81411.2,1023,3,20555,-62,56,0
Fname 2752,G.,Lname 2752,81394.56,3494,10,15238,-76,42,0
Fname 6720,CHRISTIAN,Lname 6720,81375.84,3697,10,11827,-86,32,0
Fname 13417,S,Lname 13417,81375.84,3305,9,11606,-86,32,0
Fname 6721,A,Lname 6721,81375.84,2831,8,12518,-84,34,0
Fname 3188,R,Lname 3188,81375.84,2409,7,11800,-86,32,0
Fname 1931,,Lname 1931,81375.84,2073,6,12310,-84,34,0
Fname 11801,A,Lname 11801,81375.84,2024,6,11241,-87,31,0
Fname 9310,L,Lname 9310,81375.84,1905,5,9425,-92,26,0
Fname 7474,,Lname 7474,81375.84,1779,5,14926,-77,41,0
Fname 199,,Lname 199,81375.84,1471,4,22784,-56,62,0
Fname 2408,DAVIS,Lname 2408,81375.84,1331,4,9983,-91,27,0
Fname 2410,,Lname 2410,81375.84,1331,4,9796,-91,27,0
Fname 5584,K,Lname 5584,81375.84,1331,4,11013,-88,30,0
Fname 4294,,Lname 4294,81375.84,1289,4,12875,-83,35,0
Fname 2328,R,Lname 2328,81375.84,967,3,10347,-90,28,0
Fname 4528,S,Lname 4528,81338.4,820,2,12849,-83,35,0
Fname 7822,E,Lname 7822,81319.68,7819,21,24287,-52,67,0
Fname 1948,V,Lname 1948,81226.08,729,2,15134,-77,41,0
Fname 520,F,Lname 520,81226.08,351,1,16915,-72,46,0
Fname 5243,M,Lname 5243,81169.92,2249,6,15184,-77,42,0
Fname 8370,N,Lname 8370,81161.6,890,2,17425,-70,48,0
Fname 1981,K,Lname 1981,81095.04,631,2,20114,-63,55,0
Fname 4349,ANNE,Lname 4349,81095.04,631,2,16856,-72,46,0
Fname 2825,E,Lname 2825,81076.32,7813,21,19923,-64,55,0
Fname 7012,NOELLE,Lname 7012,81038.88,4264,12,11897,-86,33,0
Fname 6558,,Lname 6558,80982.72,2794,8,11159,-88,31,0
Fname 5806,R,Lname 5806,80982.72,2717,7,9542,-92,26,0
Fname 452,R,Lname 452,80982.72,2661,7,11003,-88,30,0
Fname 4780,A,Lname 4780,80982.72,2332,6,13129,-82,36,0
Fname 4921,,Lname 4921,80982.72,2311,6,15584,-75,43,0
Fname 2111,MONIQUE,Lname 2111,80982.72,2199,6,15442,-76,42,0
Fname 1130,M,Lname 1130,80982.72,2157,6,14018,-80,38,0
Fname 99,,Lname 99,80982.72,2087,6,12806,-83,35,0
Fname 4213,D,Lname 4213,80982.72,1891,5,12341,-84,34,0
Fname 4216,,Lname 4216,80982.72,1877,5,12374,-84,34,0
Fname 3315,C,Lname 3315,80982.72,1688,5,11008,-88,30,0
Fname 101,E,Lname 101,80982.72,1478,4,11579,-86,32,0
Fname 1160,,Lname 1160,80982.72,1478,4,12281,-85,34,0
Fname 1393,P,Lname 1393,80982.72,1478,4,12479,-84,34,0
Fname 3222,,Lname 3222,80982.72,1282,4,16820,-72,46,0
Fname 2374,D,Lname 2374,80982.72,1240,3,15324,-76,42,0
Fname 7600,V,Lname 7600,80982.72,1191,3,17456,-70,48,0
Fname 1047,N,Lname 1047,80982.72,1093,3,12611,-84,35,0
Fname 1296,,Lname 1296,80982.72,1093,3,14046,-80,38,0
Fname 3302,D,Lname 3302,80964,1632,4,16817,-72,46,0
Fname 2054,NNABUE,Lname 2054,80964,358,1,20374,-62,56,0
Fname 6375,,Lname 6375,80964,162,0,17247,-71,47,0
Fname 4384,,Lname 4384,80953.6,5153,14,14164,-79,39,0
Fname 5431,M,Lname 5431,80926.56,757,2,10762,-89,29,0
Fname 4005,M,Lname 4005,80889.12,4165,11,15937,-75,44,0
Fname 8452,,Lname 8452,80870.4,3697,10,19576,-65,54,0
Fname 986,L,Lname 986,80870.4,3627,10,16955,-72,46,0
Fname 5499,,Lname 5499,80870.4,596,2,14168,-79,39,0
Fname 944,,Lname 944,80849.6,1667,5,15226,-76,42,0
Fname 4840,,Lname 4840,80832.96,743,2,10744,-89,29,0
Fname 57,I,Lname 57,80814.24,2563,7,15951,-74,44,0
Fname 3880,J,Lname 3880,80776.8,7603,21,22409,-57,61,0
Fname 4159,R,Lname 4159,80776.8,3683,10,19566,-65,54,0
Fname 5752,,Lname 5752,80758.08,4488,12,17008,-72,47,0
Fname 1304,,Lname 1304,80701.92,722,2,12905,-83,35,0
Fname 13431,D,Lname 13431,80627.04,3641,10,22645,-56,62,0
Fname 3422,D,Lname 3422,80589.6,1646,5,11207,-87,31,0
Fname 4203,,Lname 4203,80589.6,988,3,10079,-91,28,0
Fname 1675,,Lname 1675,80552.16,3396,9,18924,-66,52,0
Fname 1361,K,Lname 1361,80533.44,2913,8,23375,-54,64,0
Fname 7819,A,Lname 7819,80477.28,2927,8,25083,-49,69,0
Fname 4342,,Lname 4342,80475.2,7442,20,15883,-75,44,0
Fname 10818,GILLUM,Lname 10818,80454.4,3417,9,18262,-68,50,0
Fname 1790,,Lname 1790,80439.84,5797,16,13612,-81,37,0
Fname 7940,,Lname 7940,80252.64,701,2,17867,-69,49,0
Fname 513,M,Lname 513,80215.2,6063,17,16268,-74,45,0
Fname 2787,J,Lname 2787,80215.2,2710,7,15557,-76,43,0
Fname 725,,Lname 725,80196.48,5342,15,14945,-77,41,0
Fname 7360,L,Lname 7360,80196.48,2899,8,23150,-55,63,0
Fname 2504,A,Lname 2504,80159.04,2808,8,20172,-63,55,0
Fname 3639,O,Lname 3639,80121.6,6434,18,20631,-62,57,0
Fname 224,,Lname 224,80102.88,2150,6,18558,-67,51,0
Fname 8182,L,Lname 8182,80084.16,2332,6,20374,-62,56,0
Fname 4597,MAZUNGA,Lname 4597,80084.16,625,2,13912,-80,38,0
Fname 7401,LOUISE,Lname 7401,79976,4635,13,21746,-59,60,0
Fname 7641,,Lname 7641,79934.4,2416,7,18060,-69,49,0
Fname 2245,L,Lname 2245,79934.4,645,2,18332,-68,50,0
Fname 432,S,Lname 432,79913.6,1380,4,19671,-64,54,0
Fname 5644,,Lname 5644,79896.96,638,2,13791,-80,38,0
Fname 2131,BETH,Lname 2131,79803.36,5734,16,14163,-79,39,0
Fname 6164,B,Lname 6164,79784.64,617,2,11602,-86,32,0
Fname 3566,P,Lname 3566,79728.48,3396,9,16458,-73,45,0
Fname 2059,Y,Lname 2059,79728.48,2164,6,16921,-72,46,0
Fname 7507,,Lname 7507,79578.72,477,1,15263,-76,42,0
Fname 829,MICHELLE,Lname 829,79578.72,435,1,16915,-72,46,0
Fname 2873,,Lname 2873,79578.72,372,1,18336,-68,50,0
Fname 2686,I,Lname 2686,79578.72,344,1,14811,-78,41,0
Fname 3355,R,Lname 3355,79578.72,190,1,15239,-76,42,0
Fname 1769,JO,Lname 1769,79539.2,2794,8,14439,-79,40,0
Fname 3934,JOHN,Lname 3934,79503.84,2948,8,17783,-69,49,0
Fname 6202,DENISE,Lname 6202,79447.68,5692,16,17252,-71,47,0
Fname 2979,R,Lname 2979,79391.52,1660,5,19936,-64,55,0
Fname 4694,E,Lname 4694,79352,1191,3,12545,-84,34,0
Fname 8426,B,Lname 8426,79335.36,2955,8,15358,-76,42,0
Fname 3707,E,Lname 3707,79316.64,5412,15,23013,-55,63,0
Fname 7993,ROCHELL,Lname 7993,79279.2,5496,15,16120,-74,44,0
Fname 921,JOSEPH,Lname 921,79279.2,2731,7,18080,-69,50,0
Fname 5648,A,Lname 5648,79223.04,603,2,19429,-65,53,0
Fname 524,,Lname 524,79035.84,2584,7,18470,-68,51,0
Fname 7121,L,Lname 7121,78977.6,827,2,15538,-76,43,0
Fname 5993,M,Lname 5993,78975.52,288,1,18113,-69,50,0
Fname 11583,THERESA,Lname 11583,78848.64,3522,10,12766,-83,35,0
Fname 915,,Lname 915,78755.04,3340,9,16007,-74,44,0
Fname 402,,Lname 402,78728,3515,10,13457,-81,37,0
Fname 4162,S,Lname 4162,78698.88,2332,6,17413,-70,48,0
Fname 8510,C,Lname 8510,78686.4,1597,4,16014,-74,44,0
Fname 6041,M,Lname 6041,78680.16,3424,9,21392,-60,59,0
Fname 2167,,Lname 2167,78624,1387,4,9754,-91,27,0
Fname 6059,,Lname 6059,78624,1331,4,15826,-75,43,0
Fname 3321,M,Lname 3321,78624,1226,3,17801,-69,49,0
Fname 8298,A,Lname 8298,78624,1191,3,9609,-92,26,0
Fname 4572,,Lname 4572,78624,1142,3,17195,-71,47,0
Fname 6602,A,Lname 6602,78624,1093,3,11041,-88,30,0
Fname 6323,,Lname 6323,78624,911,2,9729,-92,27,0
Fname 1181,,Lname 1181,78624,708,2,10256,-90,28,0
Fname 6421,A,Lname 6421,78624,463,1,10801,-89,30,0
Fname 9974,A,Lname 9974,78624,442,1,9868,-91,27,0
Fname 1814,,Lname 1814,78624,344,1,9993,-91,27,0
Fname 6527,A,Lname 6527,78624,302,1,10444,-90,29,0
Fname 3962,N,Lname 3962,78624,281,1,10136,-90,28,0
Fname 2832,LASHUN,Lname 2832,78624,274,1,14635,-78,40,0
Fname 5054,,Lname 5054,78605.28,4117,11,15647,-75,43,0
Fname 1023,,Lname 1023,78567.84,1380,4,18170,-68,50,0
Fname 2978,R,Lname 2978,78549.12,1667,5,19992,-63,55,0
Fname 5730,D,Lname 5730,78549.12,1303,4,15291,-76,42,0
Fname 1945,,Lname 1945,78549.12,1079,3,19702,-64,54,0
Fname 6881,A,Lname 6881,78530.4,897,2,17457,-70,48,0
Fname 13200,MARIE,Lname 13200,78418.08,1919,5,13792,-80,38,0
Fname 67,E,Lname 67,78399.36,1324,4,15889,-75,44,0
Fname 4449,V,Lname 4449,78374.4,3893,11,12072,-85,33,0
Fname 3424,A,Lname 3424,78361.92,1233,3,13767,-80,38,0
Fname 7774,M,Lname 7774,78332.8,4558,12,18284,-68,50,0
Fname 5523,,Lname 5523,78249.6,5489,15,16596,-73,45,0
Fname 3601,M,Lname 3601,78212.16,414,1,17343,-71,48,0
Fname 10827,S,Lname 10827,78212.16,351,1,14865,-77,41,0
Fname 7567,LEIGH,Lname 7567,78212.16,302,1,15429,-76,42,0
Fname 2671,RENA,Lname 2671,78212.16,204,1,14260,-79,39,0
Fname 3800,T,Lname 3800,78137.28,3956,11,19908,-64,55,0
Fname 8755,R,Lname 8755,78137.28,3676,10,13455,-81,37,0
Fname 7094,,Lname 7094,78137.28,2409,7,16100,-74,44,0
Fname 1860,,Lname 1860,78118.56,9542,26,22219,-57,61,0
Fname 128,J,Lname 128,78118.56,5132,14,21769,-59,60,0
Fname 9459,E,Lname 9459,78099.84,2577,7,14746,-78,40,0
Fname 2216,C,Lname 2216,78099.84,2507,7,21760,-59,60,0
Fname 7047,S,Lname 7047,78024.96,1765,5,16056,-74,44,0
Fname 8236,,Lname 8236,78006.24,1737,5,14319,-79,39,0
Fname 4584,,Lname 4584,77968.8,806,2,18183,-68,50,0
Fname 5080,A,Lname 5080,77931.36,1289,4,15594,-75,43,0
Fname 9991,D.,Lname 9991,77912.64,1702,5,18278,-68,50,0
Fname 8675,L,Lname 8675,77912.64,743,2,23761,-53,65,0
Fname 355,LYN,Lname 355,77893.92,5342,15,14225,-79,39,0
Fname 4763,D,Lname 4763,77837.76,1618,4,18965,-66,52,0
Fname 8832,J,Lname 8832,77819.04,232,1,17429,-70,48,0
Fname 3477,M,Lname 3477,77781.6,1184,3,16950,-72,46,0
Fname 5934,M,Lname 5934,77762.88,1989,5,17437,-70,48,0
Fname 3372,C,Lname 3372,77762.88,1765,5,19048,-66,52,0
Fname 8047,T,Lname 8047,77762.88,848,2,20850,-61,57,0
Fname 352,,Lname 352,77744.16,6091,17,25703,-48,70,0
Fname 5602,,Lname 5602,77744.16,1261,3,16650,-73,46,0
Fname 8299,,Lname 8299,77706.72,1191,3,16876,-72,46,0
Fname 8245,R,Lname 8245,77688,1170,3,18936,-66,52,0
Fname 5792,M,Lname 5792,77688,288,1,14015,-80,38,0
Fname 4144,,Lname 4144,77688,225,1,14379,-79,39,0
Fname 3843,D,Lname 3843,77631.84,1870,5,17610,-70,48,0
Fname 8461,,Lname 8461,77631.84,1163,3,15625,-75,43,0
Fname 5839,C,Lname 5839,77613.12,820,2,21529,-59,59,0
Fname 7101,E,Lname 7101,77594.4,1464,4,22491,-57,62,0
Fname 369,,Lname 369,77584,1450,4,13584,-81,37,0
Fname 6281,A,Lname 6281,77519.52,1324,4,22863,-56,63,0
Fname 11474,,Lname 11474,77519.52,1296,4,20019,-63,55,0
Fname 3711,L,Lname 3711,77500.8,1464,4,13382,-82,37,0
Fname 8332,M,Lname 8332,77500.8,547,1,14952,-77,41,0
Fname 7054,H,Lname 7054,77500.8,477,1,19331,-65,53,0
Fname 757,G,Lname 757,77500.8,428,1,15762,-75,43,0
Fname 4094,R,Lname 4094,77482.08,5783,16,14208,-79,39,0
Fname 7463,,Lname 7463,77444.64,4621,13,18885,-66,52,0
Fname 6188,,Lname 6188,77388.48,1814,5,19719,-64,54,0
Fname 5081,,Lname 5081,77388.48,1289,4,15678,-75,43,0
Fname 2980,,Lname 2980,77332.32,1653,5,13896,-80,38,0
Fname 3338,RAE,Lname 3338,77272,4264,12,13655,-81,37,0
Fname 6362,,Lname 6362,77257.44,1338,4,13922,-80,38,0
Fname 5225,J,Lname 5225,77238.72,1163,3,23267,-54,64,0
Fname 27,,Lname 27,77201.28,4404,12,14704,-78,40,0
Fname 995,INGUSA,Lname 995,77168,4417,12,13791,-80,38,0
Fname 1248,L,Lname 1248,77163.84,1016,3,21363,-60,59,0
Fname 1202,A,Lname 1202,77145.12,729,2,21883,-58,60,0
Fname 1759,K,Lname 1759,77145.12,729,2,23118,-55,63,0
Fname 2346,C,Lname 2346,77126.4,673,2,14493,-78,40,0
Fname 1887,C,Lname 1887,77107.68,2598,7,24528,-51,67,0
Fname 1298,T,Lname 1298,77107.68,1072,3,19535,-65,54,0
Fname 4632,,Lname 4632,77105.6,1338,4,15874,-75,43,0
Fname 947,RUTH,Lname 947,77070.24,6070,17,16278,-74,45,0
Fname 2711,M,Lname 2711,77070.24,1478,4,17151,-71,47,0
Fname 7494,,Lname 7494,77070.24,1233,3,14149,-79,39,0
Fname 3496,SONDRA,Lname 3496,77032.8,1765,5,16602,-73,45,0
Fname 917,K,Lname 917,77022.4,3333,9,14237,-79,39,0
Fname 11164,N,Lname 11164,77022.4,841,2,16553,-73,45,0
Fname 812,,Lname 812,76957.92,1086,3,14378,-79,39,0
Fname 1479,WHITE,Lname 1479,76957.92,1030,3,19273,-65,53,0
Fname 3205,B,Lname 3205,76918.4,939,3,14824,-78,41,0
Fname 7572,,Lname 7572,76901.76,2451,7,19093,-66,52,0
Fname 3719,A,Lname 3719,76883.04,2290,6,14538,-78,40,0
Fname 4899,,Lname 4899,76883.04,169,0,16170,-74,44,0
Fname 12794,,Lname 12794,76845.6,2283,6,19214,-66,53,0
Fname 3854,M,Lname 3854,76808.16,442,1,14898,-77,41,0
Fname 5742,A,Lname 5742,76808.16,351,1,14183,-79,39,0
Fname 3818,E,Lname 3818,76808.16,288,1,18276,-68,50,0
Fname 8841,B,Lname 8841,76808.16,274,1,15621,-75,43,0
Fname 3695,K,Lname 3695,76808.16,218,1,17041,-71,47,0
Fname 3697,,Lname 3697,76808.16,204,1,14984,-77,41,0
Fname 172,W,Lname 172,76789.44,4313,12,15913,-75,44,0
Fname 2198,,Lname 2198,76733.28,1485,4,16728,-72,46,0
Fname 13075,J,Lname 13075,76714.56,6476,18,21402,-60,59,0
Fname 13190,M,Lname 13190,76695.84,6910,19,16180,-74,44,0
Fname 12948,RENEE,Lname 12948,76658.4,5314,15,17691,-70,48,0
Fname 2136,MARIE,Lname 2136,76620.96,1016,3,14615,-78,40,0
Fname 4202,C,Lname 4202,76620.96,1016,3,19043,-66,52,0
Fname 3988,,Lname 3988,76583.52,5965,16,13795,-80,38,0
Fname 1150,T,Lname 1150,76583.52,1065,3,17001,-72,47,0
Fname 3041,,Lname 3041,76583.52,869,2,18592,-67,51,0
Fname 3467,L,Lname 3467,76577.28,8506,23,22377,-57,61,0
Fname 3615,L,Lname 3615,76577.28,4362,12,18908,-66,52,0
Fname 7647,S,Lname 7647,76527.36,1653,5,18898,-66,52,0
Fname 7194,,Lname 7194,76523.2,1541,4,17366,-71,48,0
Fname 3479,U,Lname 3479,76433.76,442,1,19882,-64,54,0
Fname 3173,L,Lname 3173,76433.76,147,0,18635,-67,51,0
Fname 4977,A,Lname 4977,76415.04,2913,8,19492,-65,53,0
Fname 5886,,Lname 5886,76396.32,918,3,19495,-65,53,0
Fname 687,H,Lname 687,76377.6,3522,10,16621,-73,46,0
Fname 2723,LYNN,Lname 2723,76321.44,3571,10,16836,-72,46,0
Fname 5531,K,Lname 5531,76321.44,3424,9,21686,-59,59,0
Fname 303,C,Lname 303,76265.28,2087,6,16443,-73,45,0
Fname 2307,D,Lname 2307,76246.56,974,3,22901,-55,63,0
Fname 7885,,Lname 7885,76227.84,904,2,14763,-78,40,0
Fname 3488,I,Lname 3488,76211.2,14637,40,22982,-55,63,0
Fname 5240,L,Lname 5240,76211.2,13749,38,21850,-58,60,0
Fname 6098,L,Lname 6098,76211.2,12923,35,26864,-45,74,0
Fname 1077,M,Lname 1077,76211.2,11236,31,22368,-57,61,0
Fname 63,F,Lname 63,76211.2,7617,21,23275,-54,64,0
Fname 356,EUNICE,Lname 356,76171.68,5279,14,19172,-66,53,0
Fname 6286,,Lname 6286,76171.68,960,3,16750,-72,46,0
Fname 1702,,Lname 1702,76138.4,4061,11,12691,-83,35,0
Fname 1221,L,Lname 1221,76134.24,1387,4,17879,-69,49,0
Fname 5767,R,Lname 5767,76115.52,1436,4,13124,-82,36,0
Fname 471,B,Lname 471,76096.8,1429,4,18004,-69,49,0
Fname 3868,L,Lname 3868,76092.64,750,2,12794,-83,35,0
Fname 4167,R,Lname 4167,76040.64,3641,10,12905,-83,35,0
Fname 8270,,Lname 8270,76021.92,855,2,16782,-72,46,0
Fname 9606,LYNN,Lname 9606,76021.92,855,2,17676,-70,48,0
Fname 3449,E.,Lname 3449,76003.2,869,2,13635,-81,37,0
Fname 5615,,Lname 5615,75965.76,1366,4,14962,-77,41,0
Fname 2365,,Lname 2365,75947.04,1884,5,18109,-69,50,0
Fname 2575,J.,Lname 2575,75909.6,4978,14,14445,-79,40,0
Fname 4059,I,Lname 4059,75890.88,3459,9,23816,-53,65,0
Fname 7384,,Lname 7384,75890.88,834,2,14028,-80,38,0
Fname 5572,T,Lname 5572,75872.16,1317,4,17922,-69,49,0
Fname 1464,L.,Lname 1464,75845.12,13252,36,21291,-60,58,0
Fname 3702,B,Lname 3702,75845.12,8786,24,18611,-67,51,0
Fname 2259,L,Lname 2259,75845.12,8058,22,19399,-65,53,0
Fname 217,,Lname 217,75845.12,3522,10,18507,-67,51,0
Fname 5703,J,Lname 5703,75834.72,3504,10,12688,-83,35,0
Fname 7565,R,Lname 7565,75834.72,1233,3,15531,-76,43,0
Fname 2798,,Lname 2798,75834.72,841,2,18621,-67,51,0
Fname 2863,,Lname 2863,75834.72,442,1,17492,-70,48,0
Fname 10097,,Lname 10097,75828.48,11453,31,24217,-52,66,0
Fname 3791,,Lname 3791,75797.28,1779,5,21494,-59,59,0
Fname 1597,,Lname 1597,75774.4,574,2,13797,-80,38,0
Fname 3351,,Lname 3351,75774.4,574,2,13263,-82,36,0
Fname 2109,LYNN,Lname 2109,75759.84,4887,13,14411,-79,39,0
Fname 275,KATHLEEN,Lname 275,75649.6,3907,11,14871,-77,41,0
Fname 7270,T,Lname 7270,75572.64,3242,9,15848,-75,43,0
Fname 4419,,Lname 4419,75535.2,631,2,20500,-62,56,0
Fname 1403,C,Lname 1403,75479.04,8338,23,25769,-48,71,0
Fname 9604,R,Lname 9604,75460.32,1429,4,21992,-58,60,0
Fname 957,ALLEN,Lname 957,75460.32,890,2,12179,-85,33,0
Fname 8550,C,Lname 8550,75441.6,561,2,16049,-74,44,0
Fname 1272,C,Lname 1272,75441.6,526,1,14228,-79,39,0
Fname 1682,A,Lname 1682,75441.6,372,1,14845,-77,41,0
Fname 8783,N,Lname 8783,75441.6,274,1,17781,-69,49,0
Fname 9276,U,Lname 9276,75441.6,239,1,14491,-78,40,0
Fname 7026,R,Lname 7026,75441.6,225,1,16325,-73,45,0
Fname 296,E,Lname 296,75441.6,218,1,19843,-64,54,0
Fname 5144,,Lname 5144,75441.6,204,1,17479,-70,48,0
Fname 7298,F,Lname 7298,75441.6,176,0,15713,-75,43,0
Fname 7225,M,Lname 7225,75385.44,925,3,14830,-78,41,0
Fname 5306,,Lname 5306,75348,2241,6,13300,-82,36,0
Fname 8717,,Lname 8717,75348,743,2,15588,-75,43,0
Fname 6834,,Lname 6834,75291.84,1219,3,14464,-79,40,0
Fname 4851,,Lname 4851,75262.72,3473,10,23941,-53,66,0
Fname 3865,UKO,Lname 3865,75216.96,5706,16,19074,-66,52,0
Fname 8179,,Lname 8179,75181.6,2941,8,12307,-84,34,0
Fname 4741,Y,Lname 4741,75160.8,666,2,18997,-66,52,0
Fname 4108,,Lname 4108,75104.64,673,2,18007,-69,49,0
Fname 1588,K,Lname 1588,75085.92,4761,13,14535,-78,40,0
Fname 6415,,Lname 6415,75067.2,484,1,13453,-81,37,0
Fname 5476,GAIL,Lname 5476,75048.48,4964,14,15107,-77,41,0
Fname 1512,,Lname 1512,75048.48,694,2,21470,-59,59,0
Fname 4490,,Lname 4490,75048.48,652,2,15360,-76,42,0
Fname 7336,,Lname 7336,75025.6,2430,7,11293,-87,31,0
Fname 1213,,Lname 1213,75011.04,743,2,15294,-76,42,0
Fname 10585,L,Lname 10585,75011.04,743,2,22179,-57,61,0
Fname 4640,Y,Lname 4640,74934.08,939,3,12910,-83,35,0
Fname 7429,P,Lname 7429,74917.44,806,2,14786,-78,41,0
Fname 8181,E,Lname 8181,74913.28,2332,6,21682,-59,59,0
Fname 4382,CHRISTINE,Lname 4382,74900.8,2794,8,17746,-70,49,0
Fname 9098,S,Lname 9098,74880,540,1,16657,-73,46,0
Fname 8976,J,Lname 8976,74880,526,1,21603,-59,59,0
Fname 7139,J,Lname 7139,74880,484,1,17543,-70,48,0
Fname 695,M.,Lname 695,74861.28,5286,14,14329,-79,39,0
Fname 9084,L,Lname 9084,74823.84,785,2,26365,-46,72,0
Fname 3328,,Lname 3328,74786.4,1310,4,17052,-71,47,0
Fname 8424,A,Lname 8424,74730.24,764,2,19423,-65,53,0
Fname 2782,W,Lname 2782,74692.8,2794,8,21430,-59,59,0
Fname 18,B,Lname 18,74692.8,2178,6,15712,-75,43,0
Fname 2236,B,Lname 2236,74692.8,680,2,16863,-72,46,0
Fname 6815,,Lname 6815,74636.64,5377,15,19932,-64,55,0
Fname 3811,S,Lname 3811,74617.92,1289,4,14466,-79,40,0
Fname 7350,ANN,Lname 7350,74468.16,4558,12,12681,-83,35,0
Fname 4380,TARA,Lname 4380,74355.84,3144,9,17661,-70,48,0
Fname 5616,,Lname 5616,74355.84,1338,4,17213,-71,47,0
Fname 7240,A,Lname 7240,74318.4,2850,8,13117,-82,36,0
Fname 860,L,Lname 860,74280.96,1051,3,17527,-70,48,0
Fname 7443,L,Lname 7443,74262.24,3263,9,15939,-74,44,0
Fname 6314,J.,Lname 6314,74193.6,4684,13,16039,-74,44,0
Fname 6467,S,Lname 6467,74168.64,1765,5,18198,-68,50,0
Fname 7200,DIANE,Lname 7200,74149.92,4978,14,15536,-76,43,0
Fname 1159,,Lname 1159,74147.84,2080,6,15285,-76,42,0
Fname 8235,,Lname 8235,74131.2,2430,7,18496,-67,51,0
Fname 2807,,Lname 2807,74131.2,1793,5,15275,-76,42,0
Fname 1895,,Lname 1895,74056.32,3305,9,19835,-64,54,0
Fname 6756,C,Lname 6756,74056.32,547,1,17051,-71,47,0
Fname 8648,C,Lname 8648,74056.32,540,1,16553,-73,45,0
Fname 5119,,Lname 5119,74018.88,1233,3,14363,-79,39,0
Fname 2968,,Lname 2968,73962.72,624,2,12476,-84,34,0
Fname 5636,,Lname 5636,73906.56,1373,4,21307,-60,58,0
Fname 6206,,Lname 6206,73887.84,4635,13,12449,-84,34,0
Fname 7420,L,Lname 7420,73850.4,4250,12,13190,-82,36,0
Fname 1987,K,Lname 1987,73756.8,1044,3,15195,-77,42,0
Fname 4474,E,Lname 4474,73736,330,1,10591,-89,29,0
Fname 7827,S,Lname 7827,73736,176,0,12608,-84,35,0
Fname 5547,M,Lname 5547,73681.92,470,1,14192,-79,39,0
Fname 5666,,Lname 5666,73663.2,155,0,15869,-75,43,0
Fname 6371,R,Lname 6371,73590.4,2430,7,11172,-88,31,0
Fname 5051,ANN,Lname 5051,73588.32,4978,14,14854,-77,41,0
Fname 2237,G,Lname 2237,73528,680,2,10283,-90,28,0
Fname 7222,D,Lname 7222,73438.56,1296,4,13315,-82,36,0
Fname 1601,A,Lname 1601,73419.84,4292,12,22504,-57,62,0
Fname 3677,,Lname 3677,73326.24,3963,11,18729,-67,51,0
Fname 1888,,Lname 1888,73320,183,1,18143,-68,50,0
Fname 4242,D,Lname 4242,73315.84,3816,10,14342,-79,39,0
Fname 8762,H,Lname 8762,73270.08,2276,6,16869,-72,46,0
Fname 8430,M,Lname 8430,73270.08,2226,6,17228,-71,47,0
Fname 256,M,Lname 256,73253.44,2577,7,12087,-85,33,0
Fname 924,,Lname 924,73251.36,1268,3,17896,-69,49,0
Fname 6319,N,Lname 6319,73132.8,3158,9,12664,-83,35,0
Fname 7110,E.,Lname 7110,73120.32,4621,13,12598,-84,35,0
Fname 2505,REBECCA,Lname 2505,73120.32,4250,12,12686,-83,35,0
Fname 6159,T,Lname 6159,73045.44,638,2,19451,-65,53,0
Fname 6699,,Lname 6699,73026.72,820,2,18301,-68,50,0
Fname 1721,E,Lname 1721,73008,3291,9,21481,-59,59,0
Fname 3842,J,Lname 3842,73008,147,0,13612,-81,37,0
Fname 8228,,Lname 8228,72876.96,4432,12,12361,-84,34,0
Fname 4693,,Lname 4693,72858.24,1198,3,15630,-75,43,0
Fname 4235,DIONNE,Lname 4235,72708.48,3921,11,16452,-73,45,0
Fname 1762,B,Lname 1762,72689.76,4964,14,16451,-73,45,0
Fname 5858,A.,Lname 5858,72671.04,5006,14,22839,-56,63,0
Fname 6324,L,Lname 6324,72671.04,645,2,17419,-70,48,0
Fname 6732,,Lname 6732,72596.16,875,2,14795,-78,41,0
Fname 7712,S,Lname 7712,72596.16,875,2,14972,-77,41,0
Fname 6478,S,Lname 6478,72592,2815,8,12801,-83,35,0
Fname 4826,,Lname 4826,72558.72,2297,6,14495,-78,40,0
Fname 8080,,Lname 8080,72540,561,2,15710,-75,43,0
Fname 201,T,Lname 201,72540,414,1,18894,-66,52,0
Fname 1849,T,Lname 1849,72540,379,1,14299,-79,39,0
Fname 2775,C,Lname 2775,72540,288,1,17826,-69,49,0
Fname 1896,,Lname 1896,72521.28,12363,34,20596,-62,56,0
Fname 6892,TAYLOR,Lname 6892,72521.28,1996,5,12613,-84,35,0
Fname 5,,Lname 5,72521.28,463,1,18778,-67,51,0
